,Sentiment,SentimentText,SentimentLema,SentimentStem
223,1,"<MENTION> Yes yes, but not if my bum looks like a zebra a week afterwards",Yes yes bum look like zebra week,yes yes bum look like zebra week
224,1,<MENTION> That is a great shot of your Hero Aron!,great shoot Hero Aron,great shoot hero aron
225,0,<MENTION> it's kewl i just got back home too.. i didn't get you anything pretty either couldnt walk too much,kewl get home .. pretty not walk,kewl get home .. pretty not walk
226,0,<MENTION> i know but arghhhh,know arghhhh,know arghhhh
227,1,"<MENTION> <URL> - i'm not too bothered about eating the cookie, but can i eat you?",bother eat cookie eat,bother eat cookie eat
228,1,"<MENTION> not surprising, i loveeee the station!!! even though the people at work think im crazy",surprise loveeee station people work think be crazy,surprise loveeee station people work think be crazi
229,1,& at ashleys house,ashleys house,ashleys hous
230,0,"<MENTION> Oh, I can't. I mean, how would it work? I'd go, and then Lee'd go? We'll just wait for the DVD release.",Oh mean work Lee'd wait DVD release,oh mean work lee'd wait dvd releas
231,1,"<MENTION> Do not be sad to be at work today! if you're the only one, then you can freely break all work place rules that you hate",sad work today freely break work place rule hate,sad work today freely break work place rule h
232,1,<MENTION> hehe then charged him a consulting fee of 20 bucks,hehe charge consult fee 20 buck,hehe charge consult fee 20 buck
233,1,<MENTION> that was proactive..,proactive ..,proactive ..
234,0,"<MENTION> ugh..again, not my sizes!!<HASHTAG> <HASHTAG> but I'm going to keep looking!!",ugh .. sizes!!<HASHTAG go look,ugh .. sizes!!<hashtag go look
235,0,<MENTION> you okay anything i can do,okay,okay
236,1,"<MENTION> By the way, if you make any web sites or images in pink, I'd like to see them. So cool how you like pink!",way web site image pink like cool like pink,way web site image pink like cool like pink
237,1,<MENTION> Glad you liked the card! We sure are following you,Glad like card sure follow,glad like card sure follow
238,1,<MENTION> no such thing,thing,thing
239,0,<MENTION> i was gonna go look at your pics but it told me that your myspace profile was under maintenance,go to look pic tell myspace profile maintenance,go to look pic tell myspace profile mainten
240,0,Farrah Fawcett has passed away,Farrah Fawcett pass away,farrah fawcett pass away
241,0,<MENTION> my night was completely devoid of lips. At least lips intended for me. You were barely alive the last time they were haha,night completely devoid lip lip intend barely alive time haha,night completely devoid lip lip intend barely alive time haha
242,1,"<MENTION> YOU BET I WILL. PM ME ON ICHAT OR WHATEVER, I'LL SUPPLY YOU WITH EVERYTHING",BET PM ICHAT I'LL SUPPLY,bet pm ichat i'll suppli
243,1,"<MENTION> Good morning Dewan!! I definitely will I'm not sure if I'll have another segment-if not today, def Monday! r u in Sac?",Good morning Dewan definitely sure segment today def Monday r u Sac,good morning dewan definitely sure segment today def monday r u sac
244,1,"<MENTION> As requested, thanks for asking <URL>",request thank ask,request thank ask
245,1,<MENTION> the Buttons are down here...in Texas,Buttons ... Texas,buttons ... texa
246,0,"<MENTION> please brb, crying and eating a gallon of ice cream.",brb cry eat gallon ice cream,brb cry eat gallon ice cream
247,1,<MENTION> 3 hours ago<MENTION> hey Butter!! howz ma sis doin?!,3 hour ago hey Butter howz ma sis do,3 hour ago hey butter howz ma sis do
248,1,<MENTION> she is not in California! she is in Germany,California Germany,california germani
249,1,<MENTION> those are great deals! we went to TGIF tonight.,great deal go TGIF tonight,great deal go tgif tonight
250,1,"<MENTION> i get what i want, yes. thus stepford-ish behavior you see. how are you? ham and sausages much? :... <URL>",want yes stepford ish behavior ham sausage ...,want yes stepford ish behavior ham sausage ...
251,1,"<MENTION> must your light, that i'm reflecting",light reflect,light reflect
252,1,"<MENTION> Yeah, I am secretaly a porn star... HAHAH, kiddin! Lol",Yeah secretaly porn star ... HAHAH kiddin Lol,yeah secretaly porn star ... hahah kiddin lol
253,1,"<MENTION> An Ignite for MTV Brasil? Que legal (awesome)! Let me know if you need help. I lived in Brasil for 2 years, speak Portuguese...",Ignite MTV Brasil Que legal awesome Let know need help live Brasil 2 year speak Portuguese ...,ignite mtv brasil que legal awesome let know need help live brasil 2 year speak portuguese ...
254,0,<MENTION> hemp cloth is marvelous but unfortunately no,hemp cloth marvelous unfortunately,hemp cloth marvelous unfortun
255,0,"<MENTION> why was youre day shit? and yeah im just thinking about the usual junk i think about, you know lol email meee xxxxx",day shit yes be think usual junk think know lol email meee xxxxx,day shit yes be think usual junk think know lol email meee xxxxx
256,1,"<MENTION> prob.. i think so at least! ..they havent gone on yet tho, so ..soon!",prob .. think .. not go tho .. soon,prob .. think .. not go tho .. soon
257,0,<MENTION> awww yea it sucks I've been laying here for 50 min can't sleep and it's 6am,awww yea suck lay 50 min sleep 6,awww yea suck lay 50 min sleep 6
258,1,"<MENTION> Whoa, 5 times in just a week - youÃ¯Â¿Â½re on a roll<HASHTAG>",Whoa 5 time week youÃ¯Â¿Â½re roll,whoa 5 time week youã¯â¿â½re rol
259,1,<MENTION> I knew I liked you for reason! I was at Def6 from 97-01. I'm guessing you were there after me?,know like reason Def6 97 01 guess,know like reason def6 97 01 guess
260,1,<MENTION> I guess they're busy at the moment,guess busy moment,guess busy mo
261,1,"<MENTION> saturday here, 10 a.m. do u have coffee?",saturday 10 a.m. u coffee,saturday 10 a.m. u coffe
262,1,<MENTION> I heard the good news so far you must be excited w ystrday's Rangers win!,hear good news far excite w ystrday Rangers win,hear good news far excite w ystrday rangers win
263,0,<MENTION> I knooooowwww!! I'm so mad!! That run yesterday was unbelievable! It's pouring,knooooowwww mad run yesterday unbelievable pour,knooooowwww mad run yesterday unbelievable pour
264,1,<MENTION> aww happy for you!,aww happy,aww happi
265,1,<MENTION> I see... I see! You must agree!,... agree,... agre
266,1,"<MENTION> Thanks b?n Tu?n . Vi?t ban ?Ã¯Â¿Â½m, khÃ¯Â¿Â½ng ch?ng vÃ¯Â¿Â½ con khÃ¯Â¿Â½ng qu?y",Thanks b?n Tu?n Vi?t ban Ã¯Â¿Â½m khÃ¯Â¿Â½ng ch?ng vÃ¯Â¿Â½ con khÃ¯Â¿Â½ng qu?y,thanks b?n tu?n vi?t ban ã¯â¿â½m khã¯â¿â½ng ch?ng vã¯â¿â½ con khã¯â¿â½ng qu?i
267,1,<MENTION> Thanks.,Thanks,thank
268,1,'Chile o Caliente' I love this color!!! <URL>,Chile o Caliente love color,chile o caliente love color
269,0,<MENTION> *hugs*,hug,hug
270,0,"<MENTION> send em to me...yall needs some closure, cause if there's 1 thing I regret me and 'he' aint have any closure",send -PRON- ... yall need closure cause 1 thing regret be not closure,send -pron- ... yall need closure cause 1 thing regret be not closur
271,1,<MENTION> do i still win if I do all 20 replys?,win 20 replys,win 20 repli
272,0,<MENTION> Sorry your day was crummy,Sorry day crummy,sorry day crummi
273,0,<MENTION> Aww sounds like a sad story. I would have sixth-wheeled it up with you.,Aww sound like sad story 6 wheel,aww sound like sad story 6 wheel
274,1,"<MENTION>: no points, eh? Whut u want then?",point eh Whut u want,point eh whut u w
275,1,<MENTION> welcome to twitter,welcome twitter,welcome twitt
276,1,<MENTION> been off openview since ntt,openview ntt,openview ntt
277,1,<MENTION> Follow me,Follow,follow
278,0,"one last thing, even thugh im sad that Danny Gokey went home, Kris was amazing last night! woulden't you agree?",thing thugh be sad Danny Gokey go home Kris amaze night woulden't agree,thing thugh be sad danny gokey go home kris amaze night woulden't agre
279,1,<MENTION> lol - nice. should have said that...,lol nice say ...,lol nice say ...
280,0,"<MENTION> nods & frowns... Just because we don'tgo through these struggles, doesn't mean we should let them happen elsewhere",nod frown ... don'tgo struggle mean let happen,nod frown ... don'tgo struggle mean let happen
281,1,<MENTION><MENTION> Thanks! Nice weather for celebrating London,MENTION><MENTION Thanks Nice weather celebrate London,mention><mention thanks nice weather celebrate london
282,1,& this weekend was the shitt. (: apart from the drama. one night can't exactly change you forever. -__- can't wait to leave tomorrow!,weekend shitt (: apart drama night exactly change forever -__- wait leave tomorrow,weekend shitt (: apart drama night exactly change forever -__- wait leave tomorrow
283,0,<MENTION> Now Miranda has another twitter page...ahhh! this is too much,Miranda twitter page ... ahhh,miranda twitter page ... ahhh
284,1,<MENTION> i wish i have a chance to live in tokyo one day,wish chance live tokyo day,wish chance live tokyo day
285,0,all day.. no play.,day .. play,day .. play
286,0,"<MENTION> something wrong, layout of abduzzeedo site looks no good today, anyone?",wrong layout abduzzeedo site look good today,wrong layout abduzzeedo site look good today
287,1,<MENTION> it was my pleasure! Seeing you and Blair was pretty much amazing.,pleasure Seeing Blair pretty amaze,pleasure seeing blair pretty amaz
288,1,<MENTION> Thank you for the translation! I was hoping it wasn't something too bad. World of Warcraft FTW!!!,Thank translation hope bad World Warcraft FTW,thank translation hope bad world warcraft ftw
289,0,: i am so sleepy,sleepy,sleepi
290,0,"<MENTION> the only thing my boss said to me today was, 'yo leila, you keepin it real?' haha sorry",thing boss say today yo leila keepin real haha sorry,thing boss say today yo leila keepin real haha sorri
291,1,"<MENTION> yeah, I do",yes,yes
292,1,<MENTION> When is it due? I hope everything goes as well for you as it did for my daughter.,hope go daughter,hope go daught
293,0,<HASHTAG> hurricane season now!!! daaaamn miami im n da crib all day <URL>,hurricane season daaaamn miami be n da crib day,hurricane season daaaamn miami be n da crib day
294,1,<MENTION> thank u hope u can listen to his single heart on my sleeve he's a new artist www.myspace.com/michaeljohnsmusic,thank u hope u listen single heart sleeve new artist www.myspace.com/michaeljohnsmusic,thank u hope u listen single heart sleeve new artist www.myspace.com/michaeljohnsmus
295,1,"<MENTION> I know, talk about pushing the boat out! Those deserts certainly looked yummy!! So nice outside today, sunbathing time",know talk push boat desert certainly look yummy nice outside today sunbathe time,know talk push boat desert certainly look yummy nice outside today sunbathe tim
296,0,<MENTION> yeahhh so saddd,yeahhh saddd,yeahhh saddd
297,0,<MENTION> Maybe you should put some ice on it tonight?,Maybe ice tonight,maybe ice tonight
298,1,"<MENTION> Yeah, I'm liking! LMAO OK...need to get off of Twitter before I really get in trouble. Bored & idle time no beuno!!",Yeah like LMAO OK ... need Twitter trouble Bored idle time beuno,yeah like lmao ok ... need twitter trouble bored idle time beuno
299,1,<MENTION> you have no idea how jealous i am! seein grimmy! meetin jb an wembley! have a good time tell jb i sed i love them please!,idea jealous seein grimmy meetin jb wembley good time tell jb sed love,idea jealous seein grimmy meetin jb wembley good time tell jb sed lov
300,1,"<MENTION> np sis! wow sis, u really have so much voters!",np sis wow sis u voter,np sis wow sis u vot
301,1,<MENTION> Hello Rose! *waves* I don't believe we've met yet.,Hello Rose wave believe meet,hello rose wave believe meet
302,1,<MENTION> thanks Arik! Are you going to be on<HASHTAG> tonight?,thank Arik go tonight,thank arik go tonight
303,1,<MENTION> we stole the 3d glasses under a ruse of scientific explanation the exhibition was great. Kirks writing was fantastic!,steal 3d glass ruse scientific explanation exhibition great Kirks write fantastic,steal 3d glass ruse scientific explanation exhibition great kirks write fantast
304,1,<MENTION><MENTION> happy anniversary! you two are cute together!,MENTION><MENTION happy anniversary cute,mention><mention happy anniversary cut
305,1,<MENTION> congratz!! Tell me how,congratz Tell,congratz tel
306,1,<MENTION> Haha....don't worry I just had one too! xx,Haha .... worry xx,haha .... worry xx
